SEANCE,CODE_INDICE,LIB_INDICE,INDICE_JOUR,INDICE_VEILLE,VARIATION_VEILLE,INDICE_PLUS_HAUT,INDICE_PLUS_BAS,INDICE_OUV
----------,------------------------,------------------------------------------------------------------------,-----------,-------------,----------------,----------------,---------------,----------
02/01/2013,905001,TUNINDEX,4621.99,4579.85,0.92,4621.99,4586.71,4588.08
02/01/2013,905002,INDSF,3066.30,3057.11,0.30,3067.35,3049.30,3058.07
02/01/2013,905003,INDBQ,2749.78,2743.45,0.23,2750.55,2733.41,2743.45
02/01/2013,905004,INDAS,8952.83,8969.35,-0.18,8975.17,8940.60,8969.35
02/01/2013,905005,INSFI,4704.01,4640.49,1.37,4704.01,4651.94,4656.83
02/01/2013,905008,INDSC,3928.61,3874.16,1.41,3932.96,3878.04,3878.04
02/01/2013,905009,INDDI,5697.27,5629.94,1.20,5707.00,5629.66,5633.05
02/01/2013,905013,INBCO,2663.43,2634.37,1.10,2683.88,2634.68,2634.68
02/01/2013,905014,INAUE,2361.04,2342.81,0.78,2369.10,2342.81,2342.81
02/01/2013,905015,INAAB,2720.70,2693.14,1.02,2746.76,2693.14,2693.14
02/01/2013,905017,INDIN,1862.78,1812.46,2.78,1862.78,1817.14,1831.08
02/01/2013,905018,INBMC,1308.69,1268.66,3.16,1308.69,1272.51,1283.59
02/01/2013,905020,INDMB,2599.97,2540.06,2.36,2599.97,2537.31,2540.06
02/01/2013,905028,TUNINDEX20,1807.53,1791.82,0.88,1807.53,1792.81,1794.98
03/01/2013,905001,TUNINDEX,4642.08,4621.99,0.43,4654.52,4621.81,4643.92
03/01/2013,905002,INDSF,3070.24,3066.30,0.13,3090.97,3058.33,3089.46
03/01/2013,905003,INDBQ,2753.00,2749.78,0.12,2774.39,2744.51,2774.39
03/01/2013,905004,INDAS,8990.21,8952.83,0.42,8990.21,8901.44,8952.83
03/01/2013,905005,INSFI,4703.39,4704.01,-0.01,4734.96,4646.69,4709.60
03/01/2013,905008,INDSC,3947.45,3928.61,0.48,3956.91,3895.26,3930.49
03/01/2013,905009,INDDI,5703.18,5697.27,0.10,5726.75,5630.57,5670.37
03/01/2013,905013,INBCO,2688.91,2663.43,0.96,2697.39,2654.82,2664.20
03/01/2013,905014,INAUE,2454.99,2361.04,3.98,2454.99,2356.30,2356.30
03/01/2013,905015,INAAB,2737.80,2720.70,0.63,2758.89,2707.49,2721.61
03/01/2013,905017,INDIN,1892.50,1862.78,1.60,1900.22,1868.49,1868.95
03/01/2013,905018,INBMC,1331.00,1308.69,1.70,1337.92,1313.35,1313.72
03/01/2013,905020,INDMB,2596.29,2599.97,-0.14,2632.10,2563.23,2596.29
03/01/2013,905028,TUNINDEX20,1817.90,1807.53,0.57,1827.20,1807.96,1816.06
04/01/2013,905001,TUNINDEX,4654.33,4642.08,0.26,4677.97,4642.69,4648.85
04/01/2013,905002,INDSF,3068.77,3070.24,-0.05,3089.68,3052.30,3074.61
04/01/2013,905003,INDBQ,2753.48,2753.00,0.02,2774.08,2734.89,2756.11
04/01/2013,905004,INDAS,8994.91,8990.21,0.05,9025.64,8950.85,8985.54
04/01/2013,905005,INSFI,4668.97,4703.39,-0.73,4728.46,4668.97,4728.46
04/01/2013,905008,INDSC,3964.21,3947.45,0.42,3980.92,3923.76,3948.09
04/01/2013,905009,INDDI,5723.46,5703.18,0.36,5740.72,5648.61,5704.18
04/01/2013,905013,INBCO,2724.14,2688.91,1.31,2734.42,2689.27,2689.48
04/01/2013,905014,INAUE,2520.72,2454.99,2.68,2528.61,2447.10,2447.10
04/01/2013,905015,INAAB,2767.65,2737.80,1.09,2784.84,2738.47,2738.47
04/01/2013,905017,INDIN,1903.14,1892.50,0.56,1920.18,1897.53,1901.41
04/01/2013,905018,INBMC,1334.89,1331.00,0.29,1350.95,1330.90,1335.88
04/01/2013,905020,INDMB,2606.68,2596.29,0.40,2615.58,2584.65,2599.05
04/01/2013,905028,TUNINDEX20,1824.82,1817.90,0.38,1835.92,1821.14,1821.14
07/01/2013,905001,TUNINDEX,4652.74,4654.33,-0.03,4663.86,4632.11,4651.63
07/01/2013,905002,INDSF,3070.87,3068.77,0.07,3075.23,3043.92,3065.37
07/01/2013,905003,INDBQ,2753.14,2753.48,-0.01,2760.60,2728.19,2749.98
07/01/2013,905004,INDAS,9015.93,8994.91,0.23,9015.93,8961.19,8992.57
07/01/2013,905005,INSFI,4700.36,4668.97,0.67,4700.36,4654.86,4667.38
07/01/2013,905008,INDSC,3968.93,3964.21,0.12,4000.24,3945.47,3965.49
07/01/2013,905009,INDDI,5724.95,5723.46,0.03,5767.92,5685.42,5725.45
07/01/2013,905013,INBCO,2753.83,2724.14,1.09,2781.42,2723.92,2723.92
07/01/2013,905014,INAUE,2502.98,2520.72,-0.70,2540.00,2502.98,2518.97
07/01/2013,905015,INAAB,2804.92,2767.65,1.35,2834.41,2767.65,2767.65
07/01/2013,905017,INDIN,1870.27,1903.14,-1.73,1905.35,1870.27,1903.82
07/01/2013,905018,INBMC,1310.05,1334.89,-1.86,1335.72,1309.46,1335.44
07/01/2013,905020,INDMB,2603.49,2606.68,-0.12,2614.95,2575.94,2614.95
07/01/2013,905028,TUNINDEX20,1827.85,1824.82,0.17,1832.60,1820.20,1823.13
08/01/2013,905001,TUNINDEX,4634.63,4652.74,-0.39,4646.36,4618.32,4646.36
08/01/2013,905002,INDSF,3063.27,3070.87,-0.25,3070.17,3051.38,3067.21
08/01/2013,905003,INDBQ,2746.39,2753.14,-0.25,2751.52,2731.22,2749.63
08/01/2013,905004,INDAS,8987.18,9015.93,-0.32,9005.69,8966.16,9005.69
08/01/2013,905005,INSFI,4690.59,4700.36,-0.21,4736.84,4690.59,4698.13
08/01/2013,905008,INDSC,3970.27,3968.93,0.03,3975.06,3941.67,3948.08
08/01/2013,905009,INDDI,5729.97,5724.95,0.09,5737.02,5683.65,5698.29
08/01/2013,905013,INBCO,2721.80,2753.83,-1.16,2754.04,2717.87,2753.83
08/01/2013,905014,INAUE,2509.74,2502.98,0.27,2529.80,2481.95,2502.98
08/01/2013,905015,INAAB,2764.15,2804.92,-1.45,2777.34,2762.83,2777.34
08/01/2013,905017,INDIN,1861.52,1870.27,-0.47,1867.05,1844.28,1866.70
08/01/2013,905018,INBMC,1302.84,1310.05,-0.55,1307.22,1290.08,1307.22
08/01/2013,905020,INDMB,2562.40,2603.49,-1.58,2603.49,2562.40,2603.49
08/01/2013,905028,TUNINDEX20,1817.52,1827.85,-0.57,1824.66,1813.33,1824.66
09/01/2013,905001,TUNINDEX,4644.25,4634.63,0.21,4646.77,4628.16,4635.44
09/01/2013,905002,INDSF,3074.67,3063.27,0.37,3077.21,3060.23,3063.93
09/01/2013,905003,INDBQ,2761.88,2746.39,0.56,2761.88,2744.47,2746.97
09/01/2013,905004,INDAS,8969.06,8987.18,-0.20,8977.84,8941.00,8977.84
09/01/2013,905005,INSFI,4648.30,4690.59,-0.90,4733.91,4648.30,4696.81
09/01/2013,905008,INDSC,3951.58,3970.27,-0.47,3964.95,3938.20,3964.51
09/01/2013,905009,INDDI,5709.63,5729.97,-0.35,5724.61,5682.88,5723.93
09/01/2013,905013,INBCO,2729.75,2721.80,0.29,2740.42,2720.75,2723.21
09/01/2013,905014,INAUE,2506.98,2509.74,-0.11,2520.26,2485.20,2502.73
09/01/2013,905015,INAAB,2772.34,2764.15,0.30,2788.06,2764.92,2765.82
09/01/2013,905017,INDIN,1856.29,1861.52,-0.28,1866.45,1840.78,1866.45
09/01/2013,905018,INBMC,1302.60,1302.84,-0.02,1306.76,1286.85,1306.76
09/01/2013,905020,INDMB,2595.79,2562.40,1.30,2595.79,2574.67,2589.95
09/01/2013,905028,TUNINDEX20,1821.59,1817.52,0.22,1822.96,1814.77,1817.01
10/01/2013,905001,TUNINDEX,4672.74,4644.25,0.61,4672.74,4625.10,4627.23
10/01/2013,905002,INDSF,3080.11,3074.67,0.18,3080.11,3051.52,3053.97
10/01/2013,905003,INDBQ,2762.30,2761.88,0.02,2762.30,2740.53,2742.30
10/01/2013,905004,INDAS,8982.58,8969.06,0.15,8982.58,8820.33,8873.80
10/01/2013,905005,INSFI,4727.98,4648.30,1.71,4727.98,4638.55,4643.76
10/01/2013,905008,INDSC,3973.94,3951.58,0.57,3973.94,3935.41,3952.22
10/01/2013,905009,INDDI,5744.50,5709.63,0.61,5744.50,5684.41,5710.62
10/01/2013,905013,INBCO,2792.28,2729.75,2.29,2792.60,2718.24,2733.04
10/01/2013,905014,INAUE,2501.71,2506.98,-0.21,2504.35,2437.74,2451.76
10/01/2013,905015,INAAB,2845.59,2772.34,2.64,2845.59,2765.76,2774.14
10/01/2013,905017,INDIN,1874.51,1856.29,0.98,1875.70,1856.43,1861.98
10/01/2013,905018,INBMC,1316.93,1302.60,1.10,1317.88,1303.48,1305.50
10/01/2013,905020,INDMB,2603.66,2595.79,0.30,2610.25,2584.77,2584.77
10/01/2013,905028,TUNINDEX20,1836.24,1821.59,0.80,1836.24,1816.47,1817.79
11/01/2013,905001,TUNINDEX,4672.01,4672.74,-0.02,4676.40,4657.56,4658.31
11/01/2013,905002,INDSF,3081.99,3080.11,0.06,3090.71,3075.40,3075.40
11/01/2013,905003,INDBQ,2766.31,2762.30,0.15,2773.17,2757.58,2757.58
11/01/2013,905004,INDAS,8910.22,8982.58,-0.81,8986.59,8893.87,8986.59
11/01/2013,905005,INSFI,4729.25,4727.98,0.03,4753.80,4692.24,4720.48
11/01/2013,905008,INDSC,3987.68,3973.94,0.35,3989.05,3961.12,3973.94
11/01/2013,905009,INDDI,5774.75,5744.50,0.53,5774.75,5727.44,5744.50
11/01/2013,905013,INBCO,2775.08,2792.28,-0.62,2784.66,2741.14,2746.64
11/01/2013,905014,INAUE,2499.72,2501.71,-0.08,2518.02,2480.15,2481.90
11/01/2013,905015,INAAB,2825.32,2845.59,-0.71,2836.59,2785.03,2794.79
11/01/2013,905017,INDIN,1871.18,1874.51,-0.18,1880.62,1868.85,1872.68
11/01/2013,905018,INBMC,1315.52,1316.93,-0.11,1322.56,1313.84,1316.41
11/01/2013,905020,INDMB,2620.84,2603.66,0.66,2620.84,2594.48,2603.66
11/01/2013,905028,TUNINDEX20,1841.49,1836.24,0.29,1843.23,1830.11,1830.11
15/01/2013,905001,TUNINDEX,4690.90,4672.01,0.40,4698.77,4675.73,4698.77
15/01/2013,905002,INDSF,3091.74,3081.99,0.32,3092.36,3080.64,3092.36
15/01/2013,905003,INDBQ,2772.49,2766.31,0.22,2777.08,2765.00,2777.08
15/01/2013,905004,INDAS,8973.66,8910.22,0.71,8973.66,8886.86,8898.54
15/01/2013,905005,INSFI,4768.73,4729.25,0.83,4768.73,4710.44,4735.58
15/01/2013,905008,INDSC,4024.17,3987.68,0.92,4026.83,3995.18,4008.33
15/01/2013,905009,INDDI,5828.74,5774.75,0.93,5828.74,5777.64,5798.16
15/01/2013,905013,INBCO,2808.68,2775.08,1.21,2844.51,2778.12,2842.94
15/01/2013,905014,INAUE,2469.46,2499.72,-1.21,2499.72,2442.53,2499.72
15/01/2013,905015,INAAB,2869.24,2825.32,1.55,2907.66,2830.42,2905.16
15/01/2013,905017,INDIN,1869.96,1871.18,-0.07,1890.75,1867.84,1870.63
15/01/2013,905018,INBMC,1316.44,1315.52,0.07,1330.85,1314.47,1315.08
15/01/2013,905020,INDMB,2598.68,2620.84,-0.85,2623.17,2598.68,2618.09
15/01/2013,905028,TUNINDEX20,1852.71,1841.49,0.61,1855.48,1844.69,1855.48
16/01/2013,905001,TUNINDEX,4727.82,4690.90,0.79,4727.82,4683.65,4684.50
16/01/2013,905002,INDSF,3118.28,3091.74,0.86,3118.28,3080.83,3080.83
16/01/2013,905003,INDBQ,2798.11,2772.49,0.92,2798.11,2760.25,2760.25
16/01/2013,905004,INDAS,8950.72,8973.66,-0.26,8973.66,8929.70,8973.66
16/01/2013,905005,INSFI,4825.90,4768.73,1.20,4825.90,4772.98,4776.08
16/01/2013,905008,INDSC,4022.52,4024.17,-0.04,4045.43,3984.01,4044.03
16/01/2013,905009,INDDI,5837.91,5828.74,0.16,5856.03,5776.55,5853.84
16/01/2013,905013,INBCO,2812.89,2808.68,0.15,2829.00,2776.08,2802.40
16/01/2013,905014,INAUE,2442.47,2469.46,-1.09,2486.29,2406.88,2428.27
16/01/2013,905015,INAAB,2877.78,2869.24,0.30,2890.62,2833.50,2867.83
16/01/2013,905017,INDIN,1906.15,1869.96,1.94,1906.15,1871.96,1871.96
16/01/2013,905018,INBMC,1344.09,1316.44,2.10,1344.09,1318.03,1318.03
16/01/2013,905020,INDMB,2622.60,2598.68,0.92,2625.36,2604.19,2610.27
16/01/2013,905028,TUNINDEX20,1868.09,1852.71,0.83,1868.09,1846.00,1851.72
17/01/2013,905001,TUNINDEX,4734.38,4727.82,0.14,4740.47,4719.73,4723.59
17/01/2013,905002,INDSF,3125.97,3118.28,0.25,3135.05,3111.70,3113.70
17/01/2013,905003,INDBQ,2807.38,2798.11,0.33,2816.86,2791.11,2792.99
17/01/2013,905004,INDAS,8944.14,8950.72,-0.07,8951.08,8918.02,8951.08
17/01/2013,905005,INSFI,4813.38,4825.90,-0.26,4852.77,4789.01,4828.70
17/01/2013,905008,INDSC,4007.35,4022.52,-0.38,4025.83,3994.65,4020.80
17/01/2013,905009,INDDI,5814.24,5837.91,-0.41,5832.28,5791.54,5832.28
17/01/2013,905013,INBCO,2835.99,2812.89,0.82,2835.99,2794.25,2816.70
17/01/2013,905014,INAUE,2458.55,2442.47,0.66,2500.08,2451.82,2469.35
17/01/2013,905015,INAAB,2902.65,2877.78,0.86,2902.65,2850.78,2878.36
17/01/2013,905017,INDIN,1894.90,1906.15,-0.59,1906.68,1891.83,1899.76
17/01/2013,905018,INBMC,1336.89,1344.09,-0.54,1344.28,1332.58,1338.77
17/01/2013,905020,INDMB,2619.89,2622.60,-0.10,2639.17,2619.89,2625.39
17/01/2013,905028,TUNINDEX20,1871.57,1868.09,0.19,1871.57,1860.87,1868.17
18/01/2013,905001,TUNINDEX,4745.11,4734.38,0.23,4745.11,4721.96,4737.80
18/01/2013,905002,INDSF,3144.36,3125.97,0.59,3144.36,3125.76,3129.14
18/01/2013,905003,INDBQ,2827.51,2807.38,0.72,2827.51,2807.42,2810.80
18/01/2013,905004,INDAS,8944.14,8944.14,0.00,8953.49,8925.46,8947.74
18/01/2013,905005,INSFI,4808.59,4813.38,-0.10,4841.08,4797.11,4841.08
18/01/2013,905008,INDSC,4020.79,4007.35,0.34,4020.79,3986.76,4003.44
18/01/2013,905009,INDDI,5829.34,5814.24,0.26,5829.34,5778.16,5808.13
18/01/2013,905013,INBCO,2813.93,2835.99,-0.78,2837.50,2796.91,2837.50
18/01/2013,905014,INAUE,2467.31,2458.55,0.36,2470.82,2441.02,2470.82
18/01/2013,905015,INAAB,2876.10,2902.65,-0.91,2880.88,2859.29,2863.46
18/01/2013,905017,INDIN,1883.43,1894.90,-0.61,1895.35,1876.42,1894.90
18/01/2013,905018,INBMC,1327.32,1336.89,-0.72,1337.55,1322.09,1336.89
18/01/2013,905020,INDMB,2634.35,2619.89,0.55,2634.35,2604.05,2620.58
18/01/2013,905028,TUNINDEX20,1872.38,1871.57,0.04,1873.28,1863.31,1873.28
21/01/2013,905001,TUNINDEX,4735.57,4745.11,-0.20,4745.94,4721.28,4745.94
21/01/2013,905002,INDSF,3132.66,3144.36,-0.37,3143.94,3119.01,3143.94
21/01/2013,905003,INDBQ,2813.87,2827.51,-0.48,2827.32,2800.93,2827.32
21/01/2013,905004,INDAS,8938.56,8944.14,-0.06,8943.23,8914.49,8926.17
21/01/2013,905005,INSFI,4827.12,4808.59,0.39,4829.58,4796.20,4812.50
21/01/2013,905008,INDSC,4037.32,4020.79,0.41,4040.69,3994.83,4012.90
21/01/2013,905009,INDDI,5849.25,5829.34,0.34,5857.45,5788.04,5822.89
21/01/2013,905013,INBCO,2805.37,2813.93,-0.30,2816.33,2793.03,2816.33
21/01/2013,905014,INAUE,2489.23,2467.31,0.89,2490.98,2448.03,2453.29
21/01/2013,905015,INAAB,2861.81,2876.10,-0.50,2878.92,2853.42,2878.92
21/01/2013,905017,INDIN,1890.26,1883.43,0.36,1897.17,1882.96,1887.50
21/01/2013,905018,INBMC,1333.57,1327.32,0.47,1338.25,1327.76,1331.37
21/01/2013,905020,INDMB,2616.03,2634.35,-0.70,2634.35,2609.76,2634.35
21/01/2013,905028,TUNINDEX20,1863.41,1872.38,-0.48,1872.15,1860.33,1872.15
22/01/2013,905001,TUNINDEX,4745.37,4735.57,0.21,4745.37,4722.94,4735.70
22/01/2013,905002,INDSF,3144.41,3132.66,0.38,3144.41,3122.60,3131.80
22/01/2013,905003,INDBQ,2821.54,2813.87,0.27,2821.54,2801.59,2812.95
22/01/2013,905004,INDAS,9102.81,8938.56,1.84,9102.81,8931.55,8938.56
22/01/2013,905005,INSFI,4831.98,4827.12,0.10,4847.93,4808.06,4827.12
22/01/2013,905008,INDSC,4028.53,4037.32,-0.22,4045.68,3983.27,4037.32
22/01/2013,905009,INDDI,5838.47,5849.25,-0.18,5862.29,5773.74,5849.25
22/01/2013,905013,INBCO,2817.93,2805.37,0.45,2831.02,2798.01,2831.02
22/01/2013,905014,INAUE,2485.72,2489.23,-0.14,2505.00,2461.18,2505.00
22/01/2013,905015,INAAB,2879.40,2861.81,0.61,2889.69,2859.54,2889.69
22/01/2013,905017,INDIN,1880.03,1890.26,-0.54,1897.50,1879.40,1890.69
22/01/2013,905018,INBMC,1325.62,1333.57,-0.60,1338.16,1325.12,1333.91
22/01/2013,905020,INDMB,2630.13,2616.03,0.54,2641.39,2623.42,2623.42
22/01/2013,905028,TUNINDEX20,1867.96,1863.41,0.24,1868.70,1859.48,1863.41
23/01/2013,905001,TUNINDEX,4756.10,4745.37,0.23,4766.33,4743.18,4743.18
23/01/2013,905002,INDSF,3159.49,3144.41,0.48,3166.76,3144.29,3144.58
23/01/2013,905003,INDBQ,2841.21,2821.54,0.70,2845.34,2822.55,2823.55
23/01/2013,905004,INDAS,9058.51,9102.81,-0.49,9162.52,9058.51,9121.49
23/01/2013,905005,INSFI,4798.35,4831.98,-0.70,4824.37,4762.83,4794.90
23/01/2013,905008,INDSC,4031.64,4028.53,0.08,4036.32,4006.25,4012.34
23/01/2013,905009,INDDI,5837.45,5838.47,-0.02,5850.63,5812.52,5813.21
23/01/2013,905013,INBCO,2810.01,2817.93,-0.28,2817.06,2800.63,2816.95
23/01/2013,905014,INAUE,2498.34,2485.72,0.51,2498.34,2475.20,2485.72
23/01/2013,905015,INAAB,2867.82,2879.40,-0.40,2878.25,2860.68,2878.25
23/01/2013,905017,INDIN,1873.26,1880.03,-0.36,1891.10,1873.26,1881.34
23/01/2013,905018,INBMC,1319.25,1325.62,-0.48,1332.67,1319.25,1326.66
23/01/2013,905020,INDMB,2636.96,2630.13,0.26,2645.62,2620.91,2630.13
23/01/2013,905028,TUNINDEX20,1870.95,1867.96,0.16,1873.55,1866.18,1867.13
25/01/2013,905001,TUNINDEX,4737.03,4756.10,-0.40,4761.54,4732.59,4753.96
25/01/2013,905002,INDSF,3145.21,3159.49,-0.45,3161.14,3133.12,3158.57
25/01/2013,905003,INDBQ,2827.49,2841.21,-0.48,2840.21,2815.91,2840.21
25/01/2013,905004,INDAS,9046.83,9058.51,-0.13,9183.03,9011.79,9147.99
25/01/2013,905005,INSFI,4777.28,4798.35,-0.44,4831.17,4763.92,4816.44
25/01/2013,905008,INDSC,4023.02,4031.64,-0.21,4029.92,3992.96,4011.30
25/01/2013,905009,INDDI,5829.89,5837.45,-0.13,5836.49,5777.11,5805.72
25/01/2013,905013,INBCO,2797.17,2810.01,-0.46,2823.43,2790.92,2809.80
25/01/2013,905014,INAUE,2488.93,2498.34,-0.38,2509.96,2476.08,2496.59
25/01/2013,905015,INAAB,2852.61,2867.82,-0.53,2883.86,2845.51,2883.86
25/01/2013,905017,INDIN,1863.82,1873.26,-0.50,1884.88,1863.82,1881.36
25/01/2013,905018,INBMC,1311.86,1319.25,-0.56,1326.28,1311.86,1326.28
25/01/2013,905020,INDMB,2641.67,2636.96,0.18,2666.47,2641.67,2661.75
25/01/2013,905028,TUNINDEX20,1866.20,1870.95,-0.25,1874.40,1863.87,1870.13
28/01/2013,905001,TUNINDEX,4746.41,4737.03,0.20,4749.24,4734.31,4737.70
28/01/2013,905002,INDSF,3154.81,3145.21,0.31,3156.28,3146.83,3146.83
28/01/2013,905003,INDBQ,2836.71,2827.49,0.33,2838.31,2827.60,2827.60
28/01/2013,905004,INDAS,9086.43,9046.83,0.44,9176.81,9086.43,9103.79
28/01/2013,905005,INSFI,4777.19,4777.28,0.00,4803.67,4760.87,4777.28
28/01/2013,905008,INDSC,4031.89,4023.02,0.22,4038.22,4000.76,4023.53
28/01/2013,905009,INDDI,5843.72,5829.89,0.24,5853.59,5795.15,5833.62
28/01/2013,905013,INBCO,2792.37,2797.17,-0.17,2815.70,2775.55,2793.49
28/01/2013,905014,INAUE,2484.02,2488.93,-0.20,2506.46,2471.40,2506.46
28/01/2013,905015,INAAB,2849.95,2852.61,-0.09,2877.39,2832.00,2845.73
28/01/2013,905017,INDIN,1868.38,1863.82,0.24,1868.38,1850.38,1863.82
28/01/2013,905018,INBMC,1316.54,1311.86,0.36,1316.54,1302.45,1311.86
28/01/2013,905020,INDMB,2641.67,2641.67,0.00,2652.69,2638.92,2638.92
28/01/2013,905028,TUNINDEX20,1866.70,1866.20,0.03,1869.68,1862.40,1866.47
29/01/2013,905001,TUNINDEX,4746.25,4746.41,0.00,4748.05,4737.10,4747.54
29/01/2013,905002,INDSF,3152.19,3154.81,-0.08,3156.06,3147.21,3154.61
29/01/2013,905003,INDBQ,2835.69,2836.71,-0.04,2837.46,2829.31,2836.71
29/01/2013,905004,INDAS,9110.68,9086.43,0.27,9110.68,9051.39,9051.39
29/01/2013,905005,INSFI,4737.99,4777.19,-0.82,4791.78,4737.99,4789.55
29/01/2013,905008,INDSC,4028.63,4031.89,-0.08,4029.91,4001.32,4029.72
29/01/2013,905009,INDDI,5844.50,5843.72,0.01,5846.49,5801.89,5846.21
29/01/2013,905013,INBCO,2794.11,2792.37,0.06,2800.01,2785.54,2794.25
29/01/2013,905014,INAUE,2453.87,2484.02,-1.21,2484.02,2439.67,2477.01
29/01/2013,905015,INAAB,2856.45,2849.95,0.23,2863.70,2848.42,2849.95
29/01/2013,905017,INDIN,1868.96,1868.38,0.03,1872.60,1864.31,1869.07
29/01/2013,905018,INBMC,1316.44,1316.54,-0.01,1319.33,1312.51,1317.09
29/01/2013,905020,INDMB,2666.92,2641.67,0.96,2666.92,2646.55,2651.18
29/01/2013,905028,TUNINDEX20,1866.83,1866.70,0.01,1868.14,1863.83,1866.08
30/01/2013,905001,TUNINDEX,4744.57,4746.25,-0.04,4749.50,4737.49,4746.25
30/01/2013,905002,INDSF,3155.53,3152.19,0.11,3155.53,3146.95,3155.50
30/01/2013,905003,INDBQ,2839.71,2835.69,0.14,2839.71,2829.81,2838.59
30/01/2013,905004,INDAS,9128.36,9110.68,0.19,9187.27,9098.50,9133.77
30/01/2013,905005,INSFI,4723.42,4737.99,-0.31,4746.72,4719.84,4746.72
30/01/2013,905008,INDSC,4018.98,4028.63,-0.24,4037.26,4006.70,4028.63
30/01/2013,905009,INDDI,5832.38,5844.50,-0.21,5860.04,5810.29,5843.12
30/01/2013,905013,INBCO,2789.06,2794.11,-0.18,2800.94,2786.28,2795.59
30/01/2013,905014,INAUE,2465.79,2453.87,0.49,2478.41,2436.34,2453.87
30/01/2013,905015,INAAB,2848.83,2856.45,-0.27,2860.80,2848.83,2856.45
30/01/2013,905017,INDIN,1857.32,1868.96,-0.62,1868.60,1856.12,1868.50
30/01/2013,905018,INBMC,1307.37,1316.44,-0.69,1317.38,1307.09,1317.38
30/01/2013,905020,INDMB,2673.15,2666.92,0.23,2673.15,2655.91,2666.92
30/01/2013,905028,TUNINDEX20,1865.88,1866.83,-0.05,1868.97,1863.49,1868.97
31/01/2013,905001,TUNINDEX,4759.60,4744.57,0.32,4762.74,4744.83,4747.29
31/01/2013,905002,INDSF,3160.12,3155.53,0.15,3164.66,3152.13,3155.00
31/01/2013,905003,INDBQ,2840.49,2839.71,0.03,2845.88,2832.70,2838.07
31/01/2013,905004,INDAS,9195.38,9128.36,0.73,9216.94,9107.15,9138.78
31/01/2013,905005,INSFI,4758.77,4723.42,0.75,4769.53,4733.05,4735.64
31/01/2013,905008,INDSC,4053.09,4018.98,0.85,4065.29,4017.62,4018.57
31/01/2013,905009,INDDI,5882.66,5832.38,0.86,5901.69,5830.26,5831.75
31/01/2013,905013,INBCO,2813.98,2789.06,0.89,2817.71,2791.52,2796.39
31/01/2013,905014,INAUE,2487.17,2465.79,0.87,2487.17,2453.87,2465.79
31/01/2013,905015,INAAB,2875.57,2848.83,0.94,2883.82,2851.73,2857.46
31/01/2013,905017,INDIN,1851.26,1857.32,-0.33,1861.78,1848.46,1860.98
31/01/2013,905018,INBMC,1302.87,1307.37,-0.34,1310.73,1301.30,1310.28
31/01/2013,905020,INDMB,2664.46,2673.15,-0.33,2673.53,2659.75,2673.53
31/01/2013,905028,TUNINDEX20,1870.61,1865.88,0.25,1871.63,1863.39,1867.77
01/02/2013,905001,TUNINDEX,4777.62,4759.60,0.38,4796.34,4764.02,4764.02
01/02/2013,905002,INDSF,3169.15,3160.12,0.29,3184.64,3162.04,3162.04
01/02/2013,905003,INDBQ,2843.18,2840.49,0.09,2859.68,2838.05,2842.57
01/02/2013,905004,INDAS,9341.28,9195.38,1.59,9357.09,9195.38,9195.38
01/02/2013,905005,INSFI,4804.28,4758.77,0.96,4819.42,4761.31,4761.31
01/02/2013,905008,INDSC,4068.25,4053.09,0.37,4104.09,4040.27,4072.22
01/02/2013,905009,INDDI,5909.25,5882.66,0.45,5968.09,5865.60,5912.51
01/02/2013,905013,INBCO,2823.12,2813.98,0.32,2870.78,2804.05,2819.40
01/02/2013,905014,INAUE,2511.89,2487.17,0.99,2536.78,2457.38,2488.93
01/02/2013,905015,INAAB,2881.11,2875.57,0.19,2937.39,2866.19,2881.95
01/02/2013,905017,INDIN,1866.94,1851.26,0.85,1869.19,1851.51,1851.73
01/02/2013,905018,INBMC,1311.96,1302.87,0.70,1313.17,1302.12,1302.70
01/02/2013,905020,INDMB,2669.65,2664.46,0.19,2669.65,2659.18,2664.46
01/02/2013,905028,TUNINDEX20,1874.37,1870.61,0.20,1889.43,1873.25,1873.25
04/02/2013,905001,TUNINDEX,4757.26,4777.62,-0.43,4779.32,4756.02,4775.80
04/02/2013,905002,INDSF,3151.32,3169.15,-0.56,3175.71,3146.24,3169.64
04/02/2013,905003,INDBQ,2827.94,2843.18,-0.54,2848.82,2821.11,2842.27
04/02/2013,905004,INDAS,9186.78,9341.28,-1.65,9341.14,9186.78,9341.14
04/02/2013,905005,INSFI,4811.42,4804.28,0.15,4851.32,4811.42,4826.95
04/02/2013,905008,INDSC,4044.71,4068.25,-0.58,4069.97,4041.73,4051.40
04/02/2013,905009,INDDI,5869.58,5909.25,-0.67,5917.79,5864.94,5882.96
04/02/2013,905013,INBCO,2810.49,2823.12,-0.45,2823.30,2808.42,2823.12
04/02/2013,905014,INAUE,2490.68,2511.89,-0.84,2490.68,2460.71,2477.18
04/02/2013,905015,INAAB,2871.30,2881.11,-0.34,2886.54,2871.30,2877.06
04/02/2013,905017,INDIN,1865.14,1866.94,-0.10,1871.23,1858.52,1867.00
04/02/2013,905018,INBMC,1310.88,1311.96,-0.08,1314.40,1304.53,1312.01
04/02/2013,905020,INDMB,2658.13,2669.65,-0.43,2670.77,2658.13,2669.65
04/02/2013,905028,TUNINDEX20,1867.56,1874.37,-0.36,1877.39,1865.43,1873.25
