SEANCE,CODE_INDICE,LIB_INDICE,INDICE_JOUR,INDICE_VEILLE,VARIATION_VEILLE,INDICE_PLUS_HAUT,INDICE_PLUS_BAS,INDICE_OUV
11/03/2013,905005,INSFI,4823.22,4856.46,-0.68,4867.76,4813.61,4862.21
11/03/2013,905008,INDSC,3975.07,3996.51,-0.54,3986.62,3950.90,3982.54
11/03/2013,905009,INDDI,5746.48,5776.98,-0.53,5773.68,5717.81,5758.16
11/03/2013,905013,INBCO,2765.95,2768.05,-0.08,2773.24,2760.00,2769.35
11/03/2013,905014,INAUE,2232.89,2206.77,1.18,2248.84,2212.02,2217.28
11/03/2013,905015,INAAB,2856.05,2861.88,-0.20,2861.88,2853.86,2861.88
11/03/2013,905017,INDIN,1932.82,1930.11,0.14,1967.16,1931.31,1935.74
11/03/2013,905018,INBMC,1373.27,1372.36,0.07,1401.81,1373.21,1374.52
11/03/2013,905020,INDMB,2581.78,2529.04,2.09,2592.79,2551.04,2551.08
11/03/2013,905028,TUNINDEX20,1864.54,1863.87,0.04,1872.36,1857.95,1865.28
12/03/2013,905001,TUNINDEX,4687.43,4697.15,-0.21,4706.62,4661.69,4704.21
12/03/2013,905002,INDSF,3088.95,3095.01,-0.20,3099.32,3072.87,3098.90
12/03/2013,905003,INDBQ,2757.75,2760.33,-0.09,2763.86,2745.14,2763.39
12/03/2013,905004,INDAS,9334.78,9404.06,-0.74,9406.94,9148.81,9406.94
12/03/2013,905005,INSFI,4792.11,4823.22,-0.65,4847.58,4792.11,4839.79
12/03/2013,905008,INDSC,3971.41,3975.07,-0.09,3973.71,3944.13,3973.71
12/03/2013,905009,INDDI,5743.80,5746.48,-0.05,5744.35,5701.01,5744.35
12/03/2013,905013,INBCO,2760.49,2765.95,-0.20,2784.38,2741.30,2784.38
12/03/2013,905014,INAUE,2197.14,2232.89,-1.60,2251.47,2187.85,2242.36
12/03/2013,905015,INAAB,2856.60,2856.05,0.02,2875.92,2829.60,2875.92
12/03/2013,905017,INDIN,1924.70,1932.82,-0.42,1941.43,1901.98,1930.52
12/03/2013,905018,INBMC,1366.56,1373.27,-0.49,1380.67,1347.77,1371.44
12/03/2013,905020,INDMB,2569.54,2581.78,-0.47,2590.04,2569.54,2590.04
12/03/2013,905028,TUNINDEX20,1858.97,1864.54,-0.30,1869.22,1849.35,1868.21
13/03/2013,905001,TUNINDEX,4695.12,4687.43,0.16,4701.71,4677.77,4687.61
13/03/2013,905002,INDSF,3097.65,3088.95,0.28,3101.53,3080.84,3089.02
13/03/2013,905003,INDBQ,2768.93,2757.75,0.41,2773.41,2753.39,2755.57
13/03/2013,905004,INDAS,9299.93,9334.78,-0.37,9337.54,9279.01,9337.54
13/03/2013,905005,INSFI,4779.22,4792.11,-0.27,4798.02,4743.89,4790.70
13/03/2013,905008,INDSC,3983.25,3971.41,0.30,3987.99,3949.87,3968.94
13/03/2013,905009,INDDI,5762.32,5743.80,0.32,5767.99,5710.10,5739.93
13/03/2013,905013,INBCO,2753.17,2760.49,-0.27,2785.63,2746.58,2758.21
13/03/2013,905014,INAUE,2217.64,2197.14,0.93,2233.24,2197.14,2197.14
13/03/2013,905015,INAAB,2846.15,2856.60,-0.37,2885.74,2838.60,2853.48
13/03/2013,905017,INDIN,1924.87,1924.70,0.01,1926.95,1909.91,1925.06
13/03/2013,905018,INBMC,1363.06,1366.56,-0.26,1365.74,1349.49,1365.74
13/03/2013,905020,INDMB,2543.64,2569.54,-1.01,2569.54,2543.64,2569.54
13/03/2013,905028,TUNINDEX20,1860.30,1858.97,0.07,1865.51,1852.06,1858.76
14/03/2013,905001,TUNINDEX,4718.51,4695.12,0.50,4718.62,4692.22,4697.87
14/03/2013,905002,INDSF,3107.69,3097.65,0.32,3107.69,3088.97,3099.04
14/03/2013,905003,INDBQ,2781.54,2768.93,0.46,2781.77,2764.66,2770.23
14/03/2013,905004,INDAS,9242.24,9299.93,-0.62,9242.24,9099.76,9141.81
14/03/2013,905005,INSFI,4776.83,4779.22,-0.05,4790.06,4742.62,4782.32
14/03/2013,905008,INDSC,4006.05,3983.25,0.57,4006.15,3971.27,3975.15
14/03/2013,905009,INDDI,5797.98,5762.32,0.62,5798.50,5749.66,5749.66
14/03/2013,905013,INBCO,2778.98,2753.17,0.94,2780.07,2743.73,2760.35
14/03/2013,905014,INAUE,2239.73,2217.64,1.00,2250.25,2209.06,2225.53
14/03/2013,905015,INAAB,2872.03,2846.15,0.91,2873.27,2835.01,2853.44
14/03/2013,905017,INDIN,1944.73,1924.87,1.03,1955.59,1926.00,1926.00
14/03/2013,905018,INBMC,1380.49,1363.06,1.28,1388.19,1361.19,1361.19
14/03/2013,905020,INDMB,2547.58,2543.64,0.15,2553.74,2528.30,2543.64
14/03/2013,905028,TUNINDEX20,1874.24,1860.30,0.75,1874.24,1859.81,1860.93
15/03/2013,905001,TUNINDEX,4718.83,4718.51,0.01,4722.94,4707.36,4722.94
15/03/2013,905002,INDSF,3103.48,3107.69,-0.14,3109.24,3093.26,3109.24
15/03/2013,905003,INDBQ,2777.15,2781.54,-0.16,2782.81,2769.84,2782.81
15/03/2013,905004,INDAS,9273.00,9242.24,0.33,9273.00,9092.19,9238.37
15/03/2013,905005,INSFI,4760.63,4776.83,-0.34,4785.44,4755.09,4783.22
15/03/2013,905008,INDSC,4000.07,4006.05,-0.15,4013.87,3986.94,4006.71
15/03/2013,905009,INDDI,5791.67,5797.98,-0.11,5810.80,5771.14,5799.02
15/03/2013,905013,INBCO,2780.10,2778.98,0.04,2793.72,2765.98,2778.21
15/03/2013,905014,INAUE,2250.95,2239.73,0.50,2259.01,2239.73,2243.24
15/03/2013,905015,INAAB,2870.44,2872.03,-0.06,2886.13,2856.25,2870.62
15/03/2013,905017,INDIN,1954.60,1944.73,0.51,1971.66,1948.28,1952.47
15/03/2013,905018,INBMC,1390.69,1380.49,0.74,1403.11,1384.99,1385.55
15/03/2013,905020,INDMB,2566.87,2547.58,0.76,2569.62,2544.26,2555.85
15/03/2013,905028,TUNINDEX20,1871.97,1874.24,-0.12,1876.27,1867.29,1875.97
18/03/2013,905001,TUNINDEX,4722.52,4718.83,0.08,4728.98,4699.96,4718.98
18/03/2013,905002,INDSF,3111.53,3103.48,0.26,3112.77,3092.32,3105.43
18/03/2013,905003,INDBQ,2782.99,2777.15,0.21,2785.78,2769.42,2778.47
18/03/2013,905004,INDAS,9299.46,9273.00,0.29,9299.46,9171.52,9285.56
18/03/2013,905005,INSFI,4793.48,4760.63,0.69,4793.48,4738.59,4767.25
18/03/2013,905008,INDSC,3973.45,4000.07,-0.67,4003.96,3952.01,4000.07
18/03/2013,905009,INDDI,5753.08,5791.67,-0.67,5791.67,5719.54,5791.67
18/03/2013,905013,INBCO,2793.00,2780.10,0.46,2795.57,2762.52,2781.16
18/03/2013,905014,INAUE,2270.34,2250.95,0.86,2274.62,2253.58,2258.84
18/03/2013,905015,INAAB,2884.98,2870.44,0.51,2886.43,2849.38,2871.68
18/03/2013,905017,INDIN,1934.48,1954.60,-1.03,1959.95,1931.86,1950.43
18/03/2013,905018,INBMC,1373.41,1390.69,-1.24,1392.08,1372.81,1385.99
18/03/2013,905020,INDMB,2603.11,2566.87,1.41,2614.13,2555.28,2555.85
18/03/2013,905028,TUNINDEX20,1876.84,1871.97,0.26,1879.67,1865.82,1870.99
19/03/2013,905001,TUNINDEX,4726.24,4722.52,0.08,4727.81,4711.05,4722.57
19/03/2013,905002,INDSF,3106.14,3111.53,-0.17,3112.64,3097.65,3110.42
19/03/2013,905003,INDBQ,2776.07,2782.99,-0.25,2785.00,2767.69,2782.60
19/03/2013,905004,INDAS,9217.86,9299.46,-0.88,9299.46,9196.12,9299.46
19/03/2013,905005,INSFI,4848.08,4793.48,1.14,4848.08,4780.71,4780.71
19/03/2013,905008,INDSC,3970.24,3973.45,-0.08,3995.51,3931.49,3975.39
19/03/2013,905009,INDDI,5748.06,5753.08,-0.09,5784.53,5687.44,5753.08
19/03/2013,905013,INBCO,2836.02,2793.00,1.54,2844.91,2788.04,2794.34
19/03/2013,905014,INAUE,2233.66,2270.34,-1.62,2270.34,2227.39,2270.34
19/03/2013,905015,INAAB,2940.05,2884.98,1.91,2947.48,2879.17,2879.17
19/03/2013,905017,INDIN,1930.33,1934.48,-0.21,1944.28,1924.62,1936.11
19/03/2013,905018,INBMC,1370.46,1373.41,-0.21,1380.25,1365.29,1373.41
19/03/2013,905020,INDMB,2606.83,2603.11,0.14,2620.27,2601.32,2603.11
19/03/2013,905028,TUNINDEX20,1874.75,1876.84,-0.11,1878.91,1867.15,1876.64
21/03/2013,905001,TUNINDEX,4756.35,4726.24,0.64,4756.76,4726.55,4726.55
21/03/2013,905002,INDSF,3124.28,3106.14,0.58,3124.28,3102.97,3106.30
21/03/2013,905003,INDBQ,2788.74,2776.07,0.46,2788.74,2773.98,2773.98
21/03/2013,905004,INDAS,9303.57,9217.86,0.93,9308.32,9178.92,9217.86
21/03/2013,905005,INSFI,4918.14,4848.08,1.45,4918.14,4829.82,4850.71
21/03/2013,905008,INDSC,3978.57,3970.24,0.21,3988.62,3945.07,3970.24
21/03/2013,905009,INDDI,5767.16,5748.06,0.33,5776.26,5714.76,5748.06
21/03/2013,905013,INBCO,2863.70,2836.02,0.98,2880.46,2836.77,2836.77
21/03/2013,905014,INAUE,2200.35,2233.66,-1.49,2247.68,2181.07,2231.91
21/03/2013,905015,INAAB,2978.48,2940.05,1.31,2996.78,2941.02,2941.27
21/03/2013,905017,INDIN,1937.92,1930.33,0.39,1944.83,1923.16,1944.65
21/03/2013,905018,INBMC,1376.42,1370.46,0.43,1381.84,1366.24,1381.84
21/03/2013,905020,INDMB,2702.50,2606.83,3.67,2713.95,2611.75,2611.75
21/03/2013,905028,TUNINDEX20,1886.51,1874.75,0.63,1886.51,1874.75,1874.75
22/03/2013,905001,TUNINDEX,4764.85,4756.35,0.18,4776.65,4752.27,4764.53
22/03/2013,905002,INDSF,3140.38,3124.28,0.52,3142.77,3124.75,3137.90
22/03/2013,905003,INDBQ,2801.52,2788.74,0.46,2808.48,2788.34,2803.14
22/03/2013,905004,INDAS,9377.16,9303.57,0.79,9377.16,9250.96,9325.13
22/03/2013,905005,INSFI,4956.92,4918.14,0.79,4962.06,4892.58,4912.56
22/03/2013,905008,INDSC,3975.81,3978.57,-0.07,3995.93,3954.90,3978.90
22/03/2013,905009,INDDI,5759.80,5767.16,-0.13,5782.34,5724.06,5767.68
22/03/2013,905013,INBCO,2851.40,2863.70,-0.43,2876.80,2849.08,2855.46
22/03/2013,905014,INAUE,2219.81,2200.35,0.88,2249.96,2182.82,2216.13
22/03/2013,905015,INAAB,2962.45,2978.48,-0.54,2990.99,2961.96,2969.39
22/03/2013,905017,INDIN,1934.14,1937.92,-0.20,1943.31,1926.80,1929.07
22/03/2013,905018,INBMC,1372.72,1376.42,-0.27,1379.34,1366.89,1369.53
22/03/2013,905020,INDMB,2674.01,2702.50,-1.05,2702.50,2646.47,2702.50
22/03/2013,905028,TUNINDEX20,1886.40,1886.51,-0.01,1891.32,1881.86,1883.20
25/03/2013,905001,TUNINDEX,4764.14,4764.85,-0.01,4774.30,4757.93,4760.57
25/03/2013,905002,INDSF,3134.92,3140.38,-0.17,3144.94,3127.59,3135.83
25/03/2013,905003,INDBQ,2793.35,2801.52,-0.29,2804.82,2786.81,2794.56
25/03/2013,905004,INDAS,9401.73,9377.16,0.26,9413.10,9384.57,9413.10
25/03/2013,905005,INSFI,4982.02,4956.92,0.51,4989.48,4951.18,4973.26
25/03/2013,905008,INDSC,3974.04,3975.81,-0.04,3990.92,3950.72,3975.81
25/03/2013,905009,INDDI,5750.95,5759.80,-0.15,5783.45,5723.61,5759.80
25/03/2013,905013,INBCO,2852.36,2851.40,0.03,2901.16,2842.99,2849.63
25/03/2013,905014,INAUE,2254.22,2219.81,1.55,2262.23,2215.95,2237.34
25/03/2013,905015,INAAB,2958.25,2962.45,-0.14,3020.52,2950.53,2962.45
25/03/2013,905017,INDIN,1945.98,1934.14,0.61,1945.98,1925.35,1933.34
25/03/2013,905018,INBMC,1380.59,1372.72,0.57,1380.59,1365.56,1372.08
25/03/2013,905020,INDMB,2693.30,2674.01,0.72,2698.81,2674.01,2674.01
25/03/2013,905028,TUNINDEX20,1887.90,1886.40,0.08,1893.75,1884.39,1884.52
26/03/2013,905001,TUNINDEX,4754.38,4764.14,-0.20,4775.75,4751.85,4768.75
26/03/2013,905002,INDSF,3123.66,3134.92,-0.36,3146.08,3123.66,3137.92
26/03/2013,905003,INDBQ,2781.83,2793.35,-0.41,2806.39,2781.83,2796.25
26/03/2013,905004,INDAS,9372.78,9401.73,-0.31,9399.39,9347.56,9399.39
26/03/2013,905005,INSFI,4985.63,4982.02,0.07,5003.14,4945.49,4987.27
26/03/2013,905008,INDSC,3959.64,3974.04,-0.36,3988.80,3941.98,3977.10
26/03/2013,905009,INDDI,5728.43,5750.95,-0.39,5767.96,5703.85,5749.66
26/03/2013,905013,INBCO,2852.95,2852.36,0.02,2870.68,2836.08,2854.09
26/03/2013,905014,INAUE,2281.56,2254.22,1.21,2294.18,2257.20,2268.24
26/03/2013,905015,INAAB,2953.67,2958.25,-0.15,2975.44,2936.59,2959.74
26/03/2013,905017,INDIN,1935.47,1945.98,-0.54,1952.09,1934.52,1950.06
26/03/2013,905018,INBMC,1373.20,1380.59,-0.54,1384.86,1372.55,1383.82
26/03/2013,905020,INDMB,2778.69,2693.30,3.17,2781.45,2693.30,2693.30
26/03/2013,905028,TUNINDEX20,1881.89,1887.90,-0.32,1891.05,1881.35,1890.03
27/03/2013,905001,TUNINDEX,4758.11,4754.38,0.08,4773.47,4742.66,4758.29
27/03/2013,905002,INDSF,3125.30,3123.66,0.05,3134.84,3116.49,3128.72
27/03/2013,905003,INDBQ,2778.81,2781.83,-0.11,2793.37,2773.30,2786.27
27/03/2013,905004,INDAS,9424.71,9372.78,0.55,9424.71,9293.45,9372.78
27/03/2013,905005,INSFI,5037.79,4985.63,1.05,5037.79,4990.23,5001.48
27/03/2013,905008,INDSC,3964.51,3959.64,0.12,3964.51,3929.21,3958.65
27/03/2013,905009,INDDI,5745.18,5728.43,0.29,5745.18,5689.96,5726.89
27/03/2013,905013,INBCO,2870.45,2852.95,0.61,2876.07,2844.83,2854.89
27/03/2013,905014,INAUE,2305.22,2281.56,1.04,2331.16,2275.25,2297.34
27/03/2013,905015,INAAB,2972.79,2953.67,0.65,2981.56,2944.81,2953.67
27/03/2013,905017,INDIN,1927.34,1935.47,-0.42,1960.68,1927.34,1934.11
27/03/2013,905018,INBMC,1364.93,1373.20,-0.60,1392.70,1364.93,1372.12
27/03/2013,905020,INDMB,2786.96,2778.69,0.30,2811.75,2759.41,2778.69
27/03/2013,905028,TUNINDEX20,1882.26,1881.89,0.02,1891.97,1875.54,1883.89
28/03/2013,905001,TUNINDEX,4744.16,4758.11,-0.29,4756.20,4725.48,4755.45
28/03/2013,905002,INDSF,3122.15,3125.30,-0.10,3123.27,3103.07,3123.27
28/03/2013,905003,INDBQ,2774.32,2778.81,-0.16,2776.62,2757.16,2776.62
28/03/2013,905004,INDAS,9408.60,9424.71,-0.17,9422.37,9277.24,9422.37
28/03/2013,905005,INSFI,5062.58,5037.79,0.49,5066.24,5013.79,5037.79
28/03/2013,905008,INDSC,3958.02,3964.51,-0.16,3970.35,3933.72,3952.15
28/03/2013,905009,INDDI,5735.02,5745.18,-0.18,5745.18,5695.82,5725.84
28/03/2013,905013,INBCO,2858.85,2870.45,-0.40,2867.09,2835.15,2867.09
28/03/2013,905014,INAUE,2269.47,2305.22,-1.55,2319.42,2269.47,2319.42
28/03/2013,905015,INAAB,2964.45,2972.79,-0.28,2965.84,2931.00,2964.77
28/03/2013,905017,INDIN,1900.31,1927.34,-1.40,1932.24,1900.31,1929.57
28/03/2013,905018,INBMC,1341.67,1364.93,-1.70,1364.66,1341.67,1364.39
28/03/2013,905020,INDMB,2774.17,2786.96,-0.46,2793.46,2756.66,2775.94
28/03/2013,905028,TUNINDEX20,1874.34,1882.26,-0.42,1881.65,1866.39,1881.65
29/03/2013,905001,TUNINDEX,4725.73,4744.16,-0.39,4752.88,4721.67,4738.96
29/03/2013,905002,INDSF,3107.15,3122.15,-0.48,3130.32,3102.85,3122.19
29/03/2013,905003,INDBQ,2761.70,2774.32,-0.45,2781.27,2756.41,2773.79
29/03/2013,905004,INDAS,9285.91,9408.60,-1.30,9406.81,9240.72,9267.01
29/03/2013,905005,INSFI,5061.91,5062.58,-0.01,5091.78,5046.77,5071.38
29/03/2013,905008,INDSC,3950.14,3958.02,-0.20,3964.51,3926.01,3958.02
29/03/2013,905009,INDDI,5728.78,5735.02,-0.11,5736.05,5684.95,5735.02
29/03/2013,905013,INBCO,2845.43,2858.85,-0.47,2855.62,2823.02,2834.17
29/03/2013,905014,INAUE,2216.17,2269.47,-2.35,2269.47,2216.17,2269.47
29/03/2013,905015,INAAB,2956.49,2964.45,-0.27,2958.64,2926.00,2935.41
29/03/2013,905017,INDIN,1898.19,1900.31,-0.11,1912.08,1891.17,1901.23
29/03/2013,905018,INBMC,1342.00,1341.67,0.02,1351.52,1334.23,1342.40
29/03/2013,905020,INDMB,2765.95,2774.17,-0.30,2785.19,2754.89,2754.89
29/03/2013,905028,TUNINDEX20,1865.53,1874.34,-0.47,1874.72,1863.11,1870.55
01/04/2013,905001,TUNINDEX,4735.78,4725.73,0.21,4743.70,4723.02,4725.87
01/04/2013,905002,INDSF,3116.17,3107.15,0.29,3120.56,3095.80,3095.80
01/04/2013,905003,INDBQ,2769.38,2761.70,0.28,2774.43,2747.56,2747.56
01/04/2013,905004,INDAS,9302.51,9285.91,0.18,9398.82,9264.06,9391.63
01/04/2013,905005,INSFI,5086.65,5061.91,0.49,5086.65,5031.55,5044.44
01/04/2013,905008,INDSC,3976.56,3950.14,0.67,3985.43,3939.38,3970.52
01/04/2013,905009,INDDI,5760.98,5728.78,0.56,5777.91,5705.86,5760.67
01/04/2013,905013,INBCO,2841.44,2845.43,-0.14,2856.49,2837.03,2849.45
01/04/2013,905014,INAUE,2263.67,2216.17,2.14,2280.85,2247.89,2256.66
01/04/2013,905015,INAAB,2943.06,2956.49,-0.45,2962.61,2937.78,2955.35
01/04/2013,905017,INDIN,1898.89,1898.19,0.04,1922.82,1894.61,1917.45
01/04/2013,905018,INBMC,1341.95,1342.00,0.00,1359.26,1340.12,1357.30
01/04/2013,905020,INDMB,2766.00,2765.95,0.00,2771.51,2749.47,2766.00
01/04/2013,905028,TUNINDEX20,1868.53,1865.53,0.16,1874.59,1863.95,1865.62
02/04/2013,905001,TUNINDEX,4752.63,4735.78,0.36,4752.63,4728.77,4740.98
02/04/2013,905002,INDSF,3124.60,3116.17,0.27,3124.60,3105.28,3122.90
02/04/2013,905003,INDBQ,2775.74,2769.38,0.23,2775.74,2756.98,2773.64
02/04/2013,905004,INDAS,9403.28,9302.51,1.08,9410.32,9359.24,9410.32
02/04/2013,905005,INSFI,5084.11,5086.65,-0.05,5098.36,5049.76,5085.24
02/04/2013,905008,INDSC,3974.78,3976.56,-0.04,4001.30,3941.63,3959.82
02/04/2013,905009,INDDI,5761.24,5760.98,0.00,5799.68,5706.35,5734.79
02/04/2013,905013,INBCO,2874.89,2841.44,1.18,2874.89,2838.80,2841.79
02/04/2013,905014,INAUE,2263.85,2263.67,0.01,2303.29,2231.94,2265.42
02/04/2013,905015,INAAB,2982.70,2943.06,1.35,2983.00,2941.07,2943.06
02/04/2013,905017,INDIN,1906.92,1898.89,0.42,1912.05,1899.21,1900.26
02/04/2013,905018,INBMC,1350.83,1341.95,0.66,1354.22,1342.21,1343.05
02/04/2013,905020,INDMB,2793.18,2766.00,0.98,2795.93,2777.02,2779.77
02/04/2013,905028,TUNINDEX20,1877.81,1868.53,0.50,1877.81,1868.15,1871.85
03/04/2013,905001,TUNINDEX,4739.48,4752.63,-0.28,4758.40,4723.61,4755.82
03/04/2013,905002,INDSF,3109.85,3124.60,-0.47,3126.36,3106.56,3124.82
03/04/2013,905003,INDBQ,2762.31,2775.74,-0.48,2781.13,2761.67,2777.73
03/04/2013,905004,INDAS,9263.97,9403.28,-1.48,9295.47,9202.88,9295.47
03/04/2013,905005,INSFI,5108.35,5084.11,0.48,5125.54,5034.08,5087.98
03/04/2013,905008,INDSC,3970.91,3974.78,-0.10,3991.30,3912.13,3984.44
03/04/2013,905009,INDDI,5761.26,5761.24,0.00,5787.08,5666.28,5776.36
03/04/2013,905013,INBCO,2846.53,2874.89,-0.99,2870.52,2826.42,2869.04
03/04/2013,905014,INAUE,2243.34,2263.85,-0.91,2263.85,2214.42,2263.85
03/04/2013,905015,INAAB,2949.23,2982.70,-1.12,2977.21,2926.75,2975.48
03/04/2013,905017,INDIN,1904.62,1906.92,-0.12,1917.62,1896.64,1915.20
03/04/2013,905018,INBMC,1349.45,1350.83,-0.10,1359.40,1343.93,1357.43
03/04/2013,905020,INDMB,2889.59,2793.18,3.45,2889.59,2798.69,2798.69
03/04/2013,905028,TUNINDEX20,1872.43,1877.81,-0.29,1880.17,1861.72,1879.47
04/04/2013,905001,TUNINDEX,4735.67,4739.48,-0.08,4751.94,4723.34,4741.71
04/04/2013,905002,INDSF,3106.61,3109.85,-0.10,3111.67,3092.49,3111.66
04/04/2013,905003,INDBQ,2750.01,2762.31,-0.45,2763.79,2743.17,2763.57
04/04/2013,905004,INDAS,9594.02,9263.97,3.56,9594.02,9175.64,9276.26
04/04/2013,905005,INSFI,5098.55,5108.35,-0.19,5113.70,5080.26,5113.56
04/04/2013,905008,INDSC,3926.29,3970.91,-1.12,3974.80,3917.46,3970.91
04/04/2013,905009,INDDI,5682.34,5761.26,-1.37,5761.26,5674.61,5761.26
04/04/2013,905013,INBCO,2868.01,2846.53,0.75,2897.43,2847.24,2847.24
04/04/2013,905014,INAUE,2223.80,2243.34,-0.87,2244.56,2219.67,2232.30
04/04/2013,905015,INAAB,2976.27,2949.23,0.92,3007.30,2956.78,2959.55
04/04/2013,905017,INDIN,1906.97,1904.62,0.12,1909.85,1889.74,1905.49
04/04/2013,905018,INBMC,1350.87,1349.45,0.11,1353.19,1337.60,1350.14
04/04/2013,905020,INDMB,2871.34,2889.59,-0.63,2939.18,2860.32,2889.59
04/04/2013,905028,TUNINDEX20,1871.21,1872.43,-0.07,1880.49,1865.84,1873.02
05/04/2013,905001,TUNINDEX,4728.97,4735.67,-0.14,4738.08,4719.10,4737.67
05/04/2013,905002,INDSF,3103.44,3106.61,-0.10,3107.69,3089.69,3107.63
05/04/2013,905003,INDBQ,2742.12,2750.01,-0.29,2750.01,2728.08,2750.01
05/04/2013,905004,INDAS,9733.90,9594.02,1.46,9743.54,9467.05,9594.99
05/04/2013,905005,INSFI,5106.15,5098.55,0.15,5119.89,5072.51,5115.45
05/04/2013,905008,INDSC,3930.92,3926.29,0.12,3971.41,3905.99,3936.87
05/04/2013,905009,INDDI,5698.72,5682.34,0.29,5755.97,5653.63,5698.90
05/04/2013,905013,INBCO,2860.10,2868.01,-0.28,2869.55,2856.88,2868.01
05/04/2013,905014,INAUE,2193.01,2223.80,-1.38,2229.24,2193.01,2223.80
05/04/2013,905015,INAAB,2971.91,2976.27,-0.15,2977.72,2965.20,2976.27
05/04/2013,905017,INDIN,1903.83,1906.97,-0.16,1905.95,1886.58,1905.95
05/04/2013,905018,INBMC,1349.32,1350.87,-0.11,1350.06,1336.76,1350.06
05/04/2013,905020,INDMB,2838.26,2871.34,-1.15,2868.59,2838.26,2860.32
05/04/2013,905028,TUNINDEX20,1869.12,1871.21,-0.11,1872.95,1864.06,1871.70
08/04/2013,905001,TUNINDEX,4725.83,4728.97,-0.07,4730.01,4708.05,4726.70
08/04/2013,905002,INDSF,3103.74,3103.44,0.01,3105.10,3090.78,3102.93
08/04/2013,905003,INDBQ,2742.92,2742.12,0.03,2742.92,2727.75,2742.12
08/04/2013,905004,INDAS,9715.23,9733.90,-0.19,9796.91,9622.51,9714.50
08/04/2013,905005,INSFI,5106.83,5106.15,0.01,5115.35,5089.86,5111.50
08/04/2013,905008,INDSC,3927.62,3930.92,-0.08,3944.45,3899.28,3929.62
08/04/2013,905009,INDDI,5687.48,5698.72,-0.20,5716.84,5643.14,5693.64
08/04/2013,905013,INBCO,2869.79,2860.10,0.34,2876.50,2851.63,2859.13
08/04/2013,905014,INAUE,2206.52,2193.01,0.62,2214.05,2189.68,2214.05
08/04/2013,905015,INAAB,2982.97,2971.91,0.37,2992.64,2962.88,2970.81
08/04/2013,905017,INDIN,1893.98,1903.83,-0.52,1902.29,1883.88,1902.29
08/04/2013,905018,INBMC,1339.30,1349.32,-0.74,1348.09,1334.02,1348.09
08/04/2013,905020,INDMB,2805.20,2838.26,-1.16,2838.26,2799.69,2832.75
08/04/2013,905028,TUNINDEX20,1866.65,1869.12,-0.13,1871.43,1858.08,1868.16
10/04/2013,905001,TUNINDEX,4705.32,4725.83,-0.43,4723.53,4677.97,4723.23
10/04/2013,905002,INDSF,3102.38,3103.74,-0.04,3106.33,3083.10,3106.29
10/04/2013,905003,INDBQ,2742.66,2742.92,-0.01,2743.16,2724.82,2742.92
10/04/2013,905004,INDAS,9637.15,9715.23,-0.80,9754.76,9541.74,9754.76
10/04/2013,905005,INSFI,5123.10,5106.83,0.32,5148.71,5091.57,5132.51
10/04/2013,905008,INDSC,3892.85,3927.62,-0.89,3921.16,3867.77,3896.34
10/04/2013,905009,INDDI,5651.33,5687.48,-0.64,5677.36,5599.94,5644.62
10/04/2013,905013,INBCO,2835.97,2869.79,-1.18,2871.21,2815.72,2871.21
10/04/2013,905014,INAUE,2197.71,2206.52,-0.40,2204.94,2184.26,2204.94
10/04/2013,905015,INAAB,2945.24,2982.97,-1.26,2984.64,2925.37,2984.64
10/04/2013,905017,INDIN,1877.40,1893.98,-0.88,1891.72,1858.53,1890.67
10/04/2013,905018,INBMC,1325.92,1339.30,-1.00,1337.51,1311.78,1336.67
10/04/2013,905020,INDMB,2794.35,2805.20,-0.39,2830.16,2791.59,2805.36
10/04/2013,905028,TUNINDEX20,1856.64,1866.65,-0.54,1864.97,1843.40,1864.97
11/04/2013,905001,TUNINDEX,4677.71,4705.32,-0.59,4703.21,4655.69,4703.21
11/04/2013,905002,INDSF,3086.34,3102.38,-0.52,3100.40,3066.59,3100.40
11/04/2013,905003,INDBQ,2726.84,2742.66,-0.58,2740.94,2709.60,2739.24
11/04/2013,905004,INDAS,9629.23,9637.15,-0.08,9629.23,9489.71,9562.76
11/04/2013,905005,INSFI,5103.61,5123.10,-0.38,5117.70,5100.86,5117.70
11/04/2013,905008,INDSC,3883.93,3892.85,-0.23,3901.03,3835.69,3875.02
11/04/2013,905009,INDDI,5637.39,5651.33,-0.25,5651.97,5564.96,5620.40
11/04/2013,905013,INBCO,2809.29,2835.97,-0.94,2835.97,2809.29,2835.97
11/04/2013,905014,INAUE,2164.08,2197.71,-1.53,2197.71,2164.08,2197.71
11/04/2013,905015,INAAB,2919.65,2945.24,-0.87,2945.24,2919.65,2945.24
11/04/2013,905017,INDIN,1863.93,1877.40,-0.72,1884.34,1858.74,1876.02
11/04/2013,905018,INBMC,1315.75,1325.92,-0.77,1331.44,1311.53,1324.82
11/04/2013,905020,INDMB,2766.62,2794.35,-0.99,2781.66,2755.60,2777.82
11/04/2013,905028,TUNINDEX20,1843.78,1856.64,-0.69,1855.33,1832.32,1855.33
12/04/2013,905001,TUNINDEX,4665.84,4677.71,-0.25,4685.01,4659.12,4676.83
12/04/2013,905002,INDSF,3069.60,3086.34,-0.54,3088.28,3066.19,3088.28
12/04/2013,905003,INDBQ,2708.12,2726.84,-0.69,2728.74,2708.12,2728.74
12/04/2013,905004,INDAS,9663.19,9629.23,0.35,9680.26,9454.49,9593.65
